id,lastname,firstname,state,chamber,icpsr,bioname
05903,BUTLER,MARION,NC,Senate,1343,"BUTLER, Marion"
05970,MCBRIDE,GEORGE,OR,Senate,6126,"McBRIDE, George Wycliffe"
06527,BURROWS,JULIUS,MI,Senate,1310,"BURROWS, Julius Caesar"
06134,PRITCHARD,JETER,NC,Senate,7631,"PRITCHARD, Jeter Connelly"
06734,WETMORE,GEORGE,RI,Senate,9970,"WETMORE, George Peabody"
06019,THURSTON,JOHN,NE,Senate,9371,"THURSTON, John Mellen"
05969,MANTLE,LEE,MT,Senate,5970,"MANTLE, Lee"
05890,BAKER,LUCIEN,KS,Senate,369,"BAKER, Lucien"
06842,PERKINS,GEORGE,CA,Senate,7345,"PERKINS, George Clement"
06033,WILSON,JOHN,WA,Senate,10242,"WILSON, John Lockwood"
06896,CLARK,CLARENCE,WY,Senate,1757,"CLARK, Clarence Don"
06041,CANNON,FRANK,UT,Senate,1480,"CANNON, Frank Jenne"
06040,BROWN,ARTHUR,UT,Senate,1097,"BROWN, Arthur"
07092,MARTIN,THOMAS,VA,Senate,6040,"MARTIN, Thomas Staples"
06438,FORAKER,JOSEPH,OH,Senate,3262,"FORAKER, Joseph Benson"
07232,PENROSE,BOIES,PA,Senate,7332,"PENROSE, Boies"
06473,PETTUS,EDMUND,AL,Senate,7385,"PETTUS, Edmund Winston"
06156,TURNER,GEORGE,WA,Senate,9515,"TURNER, George"
06119,MCLAURIN,JOHN,SC,Senate,6331,"McLAURIN, John Lowndes"
06076,EARLE,JOSEPH,SC,Senate,2815,"EARLE, Joseph Haynsworth"
06751,CLAY,ALEXANDER,GA,Senate,1806,"CLAY, Alexander Stephens"
06164,WELLINGTON,GEORGE,MD,Senate,9939,"WELLINGTON, George Louis"
06136,RAWLINS,JOSEPH,UT,Senate,7745,"RAWLINS, Joseph Lafayette"
06103,KENNEY,RICHARD,DE,Senate,5190,"KENNEY, Richard Rolland"
06824,MCENERY,SAMUEL,LA,Senate,6235,"McENERY, Samuel Douglas"
07614,MASON,WILLIAM,IL,Senate,6065,"MASON, William Ernest"
06435,FAIRBANKS,CHARLES,IN,Senate,3046,"FAIRBANKS, Charles Warren"
06218,HANNA,MARCUS,OH,Senate,4039,"HANNA, Marcus Alonzo (Mark)"
06466,MALLORY,STEPHEN,FL,Senate,5943,"MALLORY, Stephen Russell"
06073,DEBOE,WILLIAM,KY,Senate,2455,"DEBOE, William Joseph"
06584,MONEY,HERNANDO,MS,Senate,6592,"MONEY, Hernando De Soto"
06155,TURLEY,THOMAS,TN,Senate,9507,"TURLEY, Thomas Battle"
06088,HEITFELD,HENRY,ID,Senate,4288,"HEITFELD, Henry"
06171,SIMON,JOSEPH,OR,Senate,8521,"SIMON, Joseph"
06172,SULLIVAN,WILLIAM,MS,Senate,9077,"SULLIVAN, William Van Amberg"
06086,HARRIS,WILLIAM,KS,Senate,4119,"HARRIS, William Alexander"
06664,DOLLIVER,JONATHAN,IA,Senate,2648,"DOLLIVER, Jonathan Prentiss"
06516,BEVERIDGE,ALBERT,IN,Senate,683,"BEVERIDGE, Albert Jeremiah"
06538,DEPEW,CHAUNCEY,NY,Senate,2520,"DEPEW, Chauncey Mitchell"
07288,CULBERSON,CHARLES,TX,Senate,2229,"CULBERSON, Charles Allen"
06236,MCCOMAS,LOUIS,MD,Senate,6165,"McCOMAS, Louis Emory"
06256,ROSS,JONATHAN,VT,Senate,8072,"ROSS, Jonathan"
06600,SCOTT,NATHAN,WV,Senate,8309,"SCOTT, Nathan Bay"
06611,TALIAFERRO,JAMES,FL,Senate,9166,"TALIAFERRO, James Piper"
07341,MCCUMBER,PORTER,ND,Senate,6208,"McCUMBER, Porter James"
06222,HAYWARD,MONROE,NE,Senate,4248,"HAYWARD, Monroe Leland"
06278,BARD,THOMAS,CA,Senate,430,"BARD, Thomas Robert"
06612,TOWNE,CHARLES,MN,Senate,9429,"TOWNE, Charles Arnette"
07557,DILLINGHAM,WILLIAM,VT,Senate,2597,"DILLINGHAM, William Paul"
06211,FOSTER,ADDISON,WA,Senate,3300,"FOSTER, Addison Gardner"
06251,QUARLES,JOSEPH,WI,Senate,7665,"QUARLES, Joseph Very"
06296,CLARK,WILLIAM,MT,Senate,1785,"CLARK, William Andrews"
06895,CLAPP,MOSES,MN,Senate,1746,"CLAPP, Moses Edwin"
06672,GAMBLE,ROBERT,SD,Senate,3447,"GAMBLE, Robert Jackson"
